item,itemLabel,itemDescription,mwcode
http://www.wikidata.org/entity/Q110960630,Morris Rosenzweig,American composer,M00000288186
http://www.wikidata.org/entity/Q110966064,Frances White,American composer,M00000279490
http://www.wikidata.org/entity/Q111511502,Pippa Murphy,British composer and sound designer,M00000508221
http://www.wikidata.org/entity/Q303,Elvis Presley,American singer and actor (1935–1977),M00000097506
http://www.wikidata.org/entity/Q409,Bob Marley,Jamaican reggae musician (1945–1981),M00000037627
http://www.wikidata.org/entity/Q512,Vladimir Vysotsky,Soviet singer-songwriter and actor (1938-1980),M00000166940
http://www.wikidata.org/entity/Q1145,Jean-Philippe Rameau,French composer and music theorist (1683–1764),M00000239074
http://www.wikidata.org/entity/Q1268,Frédéric Chopin,Polish composer and pianist,M00000236696
http://www.wikidata.org/entity/Q1666,Jacques Brel,Belgian singer (1929–1978),M00000250899
http://www.wikidata.org/entity/Q2274,Chet Baker,American jazz trumpeter and vocalist (1929-1988),M00000052638
http://www.wikidata.org/entity/Q2599,Paul McCartney,"British rock musician, former member of The Beatles and Wings",M00000250800
http://www.wikidata.org/entity/Q4214,Adam de la Halle,"French poet, composer and trouvère",M00000000020
http://www.wikidata.org/entity/Q5977,Buddy Holly,American singer-songwriter (1936–1959),M00000081631
http://www.wikidata.org/entity/Q6060,50 Cent,American rapper and actor (born 1975),M00000163650
http://www.wikidata.org/entity/Q7349,Joseph Haydn,Austrian composer,M00000237702
http://www.wikidata.org/entity/Q7351,Robert Schumann,"German composer, pianist and critic (1810–1856)",M00000239397
http://www.wikidata.org/entity/Q11901,Beck,American musician,M00000019129
http://www.wikidata.org/entity/Q11975,Britney Spears,American singer and songwriter (born 1981),M00000096884
http://www.wikidata.org/entity/Q12003,Cher,"American singer, actress and television personality",M00000032676
http://www.wikidata.org/entity/Q19201,Mike Shinoda,American musician,M00000156274
http://www.wikidata.org/entity/Q21061,Doctor P,British dubstep producer and DJ,M00000356910
http://www.wikidata.org/entity/Q24962,Graham Chapman,"English actor, comedian and writer (1941–1989)",M00000515565
http://www.wikidata.org/entity/Q26933,Pete Townshend,British musician,M00000050766
http://www.wikidata.org/entity/Q34389,Whitney Houston,American singer and actress (1963–2012),M00000041984
http://www.wikidata.org/entity/Q111905021,Agustín Maruri,,M00000246769
http://www.wikidata.org/entity/Q112222910,Pericle Odierna,,M00000522309
http://www.wikidata.org/entity/Q112394133,Giuseppe Rosetta,,M00000451430
http://www.wikidata.org/entity/Q112485329,Johannes M. Rivertz,Norwegian composer,M00000416175
http://www.wikidata.org/entity/Q112804733,Michael Blake Watkins,,M00000253233
http://www.wikidata.org/entity/Q113163047,Fabio Orsi,,M00000336177
http://www.wikidata.org/entity/Q113699852,Chris Fictoor,"composer, director from The Netherlands",M00000290115
http://www.wikidata.org/entity/Q115491909,Émile Boussagol,French harpist and composer,M00000515228
http://www.wikidata.org/entity/Q115794842,John Craig Cooper,,M00000236779
http://www.wikidata.org/entity/Q354883,Earl Hines,American jazz pianist,M00000082235
http://www.wikidata.org/entity/Q354947,Giovanni Legrenzi,Italian composer (1626–1690),M00000238299
http://www.wikidata.org/entity/Q355009,Jackson Browne,American singer-songwriter,M00000016833
http://www.wikidata.org/entity/Q355481,Erskine Hawkins,"American trumpeter and big band leader from Birmingham, Alabama (1914-1993)",M00000023291
http://www.wikidata.org/entity/Q356490,Charlie Christian,American swing and jazz guitarist (1916-1942),M00000094259
http://www.wikidata.org/entity/Q357171,Donald Martino,American composer (1931-2005),M00000238522
http://www.wikidata.org/entity/Q357172,Jan Ladislav Dussek,Czech composer and pianist (1760–1812),M00000237174
http://www.wikidata.org/entity/Q357452,Buddy Montgomery,American vibraphonist,M00000024221
http://www.wikidata.org/entity/Q357515,Michael W. Smith,American musician and songwriter,M00000112967
http://www.wikidata.org/entity/Q358115,Jan Allan,Trumpter and composer,M00000021402
http://www.wikidata.org/entity/Q359628,Michel Herr,"Belgian jazz pianiste, composer and arranger",M00000029306
http://www.wikidata.org/entity/Q361677,Mick Ronson,"English guitarist, songwriter, multi-instrumentalist, arranger and record producer (1946–1993)",M00000004526
http://www.wikidata.org/entity/Q361927,Joshua Redman,American jazz saxophonist and composer,M00000059657
http://www.wikidata.org/entity/Q361940,Norman Smith,British record producer (1923-2008),M00000069565
http://www.wikidata.org/entity/Q362339,André Danican Philidor,French oboist and composer,M00000244286
http://www.wikidata.org/entity/Q362764,Donald Byrd,American recording artist; jazz and rhythm & blues trumpeter and vocalist,M00000077254
http://www.wikidata.org/entity/Q363265,Lucho Bermúdez,Colombian musician,M00000121767
http://www.wikidata.org/entity/Q363577,Joaquín Sabina,Spanish musician,M00000135340
http://www.wikidata.org/entity/Q363714,Jimmy Blythe,American jazz and boogie-woogie pianist,M00000045707
http://www.wikidata.org/entity/Q364020,Étienne Méhul,French composer,M00000238577
http://www.wikidata.org/entity/Q364835,Tristram Cary,English composer,M00000184828
http://www.wikidata.org/entity/Q364875,Todd Rundgren,"American musician, songwriter, and record producer",M00000046981
http://www.wikidata.org/entity/Q365812,George Andrew Cables,American jazz pianist,M00000090197
http://www.wikidata.org/entity/Q365999,Adolphus Hailstork,American composer and educator,M00000262954
http://www.wikidata.org/entity/Q366351,Gil Goldstein,American jazz pianist and accordionist,M00000012008
http://www.wikidata.org/entity/Q366671,Jan Hammer,"Czech-born American musician, composer and record producer",M00000031877
http://www.wikidata.org/entity/Q366714,Juan Atkins,American musician and techno music developer,M00000024387
http://www.wikidata.org/entity/Q366756,Leroy Anderson,American composer (1908-1975),M00000000136
http://www.wikidata.org/entity/Q366804,William Orbit,"English musician, composer and record producer",M00000059891
http://www.wikidata.org/entity/Q371825,Johann Christoph Pepusch,German-born composer,M00000238918
http://www.wikidata.org/entity/Q372489,Harold Faltermeyer,German musician,M00000010343
http://www.wikidata.org/entity/Q373617,John Blackwood McEwen,Scottish classical composer and educator,M00000238437
http://www.wikidata.org/entity/Q374594,Grigory Ginzburg,Russian pianist,M00000245749
http://www.wikidata.org/entity/Q376383,Germaine Tailleferre,French composer (1892-1983),M00000239636
http://www.wikidata.org/entity/Q378905,Michael Wollny,German jazz pianist and composer,M00000205871
http://www.wikidata.org/entity/Q379548,Peabo Bryson,"American recording artist; musician, singer",M00000090767
http://www.wikidata.org/entity/Q379560,Mauro Giuliani,"Italian guitarist, cellist, singer, and composer (1781-1829)",M00000237524
http://www.wikidata.org/entity/Q354813,Notker the Stammerer,Benedictine monk and musician,M00000287608
http://www.wikidata.org/entity/Q356782,Koji Kondo,Japanese composer and pianist (born 1961),M00000437721
http://www.wikidata.org/entity/Q360065,François Giroust,composer,M00000287775
http://www.wikidata.org/entity/Q360399,Dario Marianelli,Italian composer,M00000291923
http://www.wikidata.org/entity/Q364124,Leo Robin,"American composer, lyricist and songwriter (1900-1984)",M00000514617
http://www.wikidata.org/entity/Q364143,Burton Lane,American composer and lyricist (1912-1997),M00000291713
http://www.wikidata.org/entity/Q366289,Sayat-Nova,Armenian musician and poet,M00000324122
http://www.wikidata.org/entity/Q366536,Alexander Siloti,Russian composer and pianist,M00000357261
http://www.wikidata.org/entity/Q367410,Ernest Ashworth,American country singer (1928-2009),M00000392872
http://www.wikidata.org/entity/Q370293,John Williams,Australian classical guitarist,M00000280698
http://www.wikidata.org/entity/Q376630,Joe Renzetti,American film composer,M00000363242
http://www.wikidata.org/entity/Q380937,Erik Gustaf Geijer,"Swedish writer, historian, poet, philosopher, and composer",M00000000731
http://www.wikidata.org/entity/Q381429,Ingebrigt Håker Flaten,jazz musician,M00000181031
http://www.wikidata.org/entity/Q381436,Spiridon Samaras,Greek composer (1861-1917),M00000262796
http://www.wikidata.org/entity/Q381943,Stefano Landi,Italian composer and teacher (1587-1639),M00000253672
http://www.wikidata.org/entity/Q382410,Henri Dallier,French organist and composer,M00000242973
http://www.wikidata.org/entity/Q383107,Jamaaladeen Tacuma,American musician,M00000051427
http://www.wikidata.org/entity/Q385276,Charles Nicholson,British musician,M00000246536
http://www.wikidata.org/entity/Q385488,Tomasz Stańko,"Polish trumpeter, composer and improviser",M00000018324
http://www.wikidata.org/entity/Q386106,Claude Balbastre,French composer,M00000000268
http://www.wikidata.org/entity/Q388720,Roger Boutry,"French pianist, conductor and composer (1932-2019)",M00000236311
http://www.wikidata.org/entity/Q389779,Felix Pappalardi,"American music producer, songwriter, vocalist, and bassist",M00000065360
http://www.wikidata.org/entity/Q390948,Luboš Fišer,Czech composer,M00000237349
http://www.wikidata.org/entity/Q399102,Agustín Pío Barriosse,Paraguayan composer and musician (1885-1944),M00000243072
http://www.wikidata.org/entity/Q399318,Agustín Lara,Mexican composer and interpreter of songs and boleros,M00000253046
http://www.wikidata.org/entity/Q400686,Ahmad Mansour,Iranian-American jazz musician,M00000004362
http://www.wikidata.org/entity/Q428997,Benedictus Appenzeller,"Franco-Flemish singer, Renaissance composer",M00000000172
http://www.wikidata.org/entity/Q431250,Jane Bunnett,Canadian musician,M00000088813
http://www.wikidata.org/entity/Q432354,Bertrand Burgalat,French record producer,M00000088271
http://www.wikidata.org/entity/Q433417,Keith Carradine,American actor and singer,M00000070937
http://www.wikidata.org/entity/Q434399,Asha Puthli,American singer,M00000025488
http://www.wikidata.org/entity/Q437327,Dimitra Galani,Greek singer,M00000039249
http://www.wikidata.org/entity/Q418503,Akin Euba,Nigerian musician (1935-2020),M00000387078
http://www.wikidata.org/entity/Q426763,Knud Jeppesen,Danish musicologist and composer (1892-1974),M00000237927
http://www.wikidata.org/entity/Q427072,Dave Dreyer,American composer,M00000361368
http://www.wikidata.org/entity/Q428647,Otmar Mácha,Czech theatre director and composer,M00000255449
http://www.wikidata.org/entity/Q428814,Per Husby,Norwegian musician,M00000113397
http://www.wikidata.org/entity/Q429393,Gaspar Cassadó,Catalan cellist and composer,M00000236609
http://www.wikidata.org/entity/Q430203,Henri Pensis,Luxembourg musician (1900-1958),M00000378429
http://www.wikidata.org/entity/Q433208,Nikolai Obukhov,Russian composer,M00000284035
http://www.wikidata.org/entity/Q433710,Cameron Carpenter,American musician,M00000324412
http://www.wikidata.org/entity/Q433734,Hildur Guðnadóttir,Icelandic musician and composer,M00000303128
http://www.wikidata.org/entity/Q434748,Isabella Leonarda,Italian composer,M00000237874
http://www.wikidata.org/entity/Q434821,Ludwig Minkus,Austrian composer and violinist,M00000238639
http://www.wikidata.org/entity/Q435198,Christopher Hogwood,"English conductor, harpsichordist and musicologist",M00000241493
http://www.wikidata.org/entity/Q436586,Sakari Kukko,Finnish musician,M00000342275
http://www.wikidata.org/entity/Q437789,Geert van Turnhout,Franco-Flemish composer,M00000239746
http://www.wikidata.org/entity/Q438195,Emil Viklický,"Czech composer, jazz musician and pianist",M00000272244
http://www.wikidata.org/entity/Q438518,Nocturno Culto,Norwegian metal musician,M00000365944
http://www.wikidata.org/entity/Q443241,Barbara Dennerlein,German musician,M00000010196
http://www.wikidata.org/entity/Q444309,Ultra Naté,American singer-songwriter,M00000074917
http://www.wikidata.org/entity/Q449554,Mimi Fariña,American musician,M00000022773
http://www.wikidata.org/entity/Q450296,Dee D. Jackson,British singer,M00000063658
http://www.wikidata.org/entity/Q453330,Mike Love,American singer,M00000020437
http://www.wikidata.org/entity/Q453342,Jessica Williams,American jazz pianist,M00000052337
http://www.wikidata.org/entity/Q453812,Nik Kershaw,British musician (born 1958),M00000015289
http://www.wikidata.org/entity/Q456125,Betty Boo,"English singer, songwriter and pop rap artist (born 1970)",M00000060085
http://www.wikidata.org/entity/Q456964,Kristine W,American singer-songwriter,M00000067938
http://www.wikidata.org/entity/Q459222,Alexander von Schlippenbach,German jazz pianist and composer,M00000047972
http://www.wikidata.org/entity/Q459920,Man Parrish,"American songwriter, vocalist and producer",M00000074789
http://www.wikidata.org/entity/Q440011,Jan Krenz,Polish conductor and composer (1926-2020),M00000275729
http://www.wikidata.org/entity/Q441520,Diane Birch,American musician,M00000337894
http://www.wikidata.org/entity/Q443509,Les Reed,"British songwriter, arranger, musician and light-orchestra leader",M00000291817
http://www.wikidata.org/entity/Q12283788,Kosta Kolev,,M00000335708
http://www.wikidata.org/entity/Q12321325,Karen Mukupa,Danish composer,M00000167152
http://www.wikidata.org/entity/Q12324127,Lee Foss,American DJ and record producer,M00000363318
http://www.wikidata.org/entity/Q12324174,Leif Martinussen,Danish composer,M00000290464
http://www.wikidata.org/entity/Q12324948,Louis Levy,"British composer, movie music director",M00000043109
http://www.wikidata.org/entity/Q12337180,Steve Martland,English composer (1959-2013),M00000249294
http://www.wikidata.org/entity/Q12404867,Gideon Lewensohn,Israeli composer,M00000274898
http://www.wikidata.org/entity/Q12409273,Menachem Wiesenberg,Israeli composer,M00000315155
http://www.wikidata.org/entity/Q12727157,Dumitru Georgescu Kiriac,"Romanian composer, conductor, and ethnomusicologist",M00000464859
http://www.wikidata.org/entity/Q12735662,Mircea Basarab,Romanian composer and conductor (1921-1995),M00000310089
http://www.wikidata.org/entity/Q12758669,Svetlana Spajić,"Serbian traditional singer, performer, pedagogue, cultural activist and translator",M00000311489
http://www.wikidata.org/entity/Q12810841,Mesut Cemil,Turkish musician,M00000315165
http://www.wikidata.org/entity/Q12891732,Jacob Hemphill,,M00000374699
http://www.wikidata.org/entity/Q13147022,Eduardo Torner,Spanish composer and scientist (1888-1955),M00000356267
http://www.wikidata.org/entity/Q13311379,Joel Hallikainen,"Finnish singer, songwriter and entertainer",M00000318171
http://www.wikidata.org/entity/Q13375012,Giōrgos Sisilianos,Greek composer (1920-2005),M00000260320
